epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.10441767424345016,0.0010000000474974513,1.9557204246520996,0.0476190485060215,1.9424387216567993
1,0.08835341036319733,0.0010000000474974513,1.9435588121414185,0.0634920671582222,1.9320751428604126
2,0.19678714871406555,0.0010000000474974513,1.9261316061019897,0.2857142984867096,1.8876913785934448
3,0.21686747670173645,0.0010000000474974513,1.9101966619491577,0.3333333432674408,1.8566241264343262
4,0.19678714871406555,0.0010000000474974513,1.8654807806015015,0.2063492089509964,1.7599786520004272
5,0.2128514051437378,0.0010000000474974513,1.7172071933746338,0.1428571492433548,1.6921746730804443
6,0.293172687292099,0.0010000000474974513,1.6437902450561523,0.3492063581943512,1.6779290437698364
7,0.25702810287475586,0.0010000000474974513,1.719666600227356,0.2698412835597992,1.7402085065841675
8,0.3012048304080963,0.0010000000474974513,1.6093608140945435,0.1587301641702652,1.6305142641067505
9,0.3052208721637726,0.0010000000474974513,1.5827138423919678,0.5079365372657776,1.5521347522735596
10,0.3855421543121338,0.0010000000474974513,1.4782087802886963,0.3968254029750824,1.4678640365600586
11,0.3935742974281311,0.0010000000474974513,1.4159455299377441,0.5079365372657776,1.4060091972351074
12,0.42168673872947693,0.0010000000474974513,1.4048194885253906,0.380952388048172,1.480957269668579
13,0.36947789788246155,0.0010000000474974513,1.4506853818893433,0.5079365372657776,1.368150234222412
14,0.4859437644481659,0.0010000000474974513,1.3568040132522583,0.5555555820465088,1.3415067195892334
15,0.46987950801849365,0.0010000000474974513,1.266844391822815,0.5714285969734192,1.2379564046859741
16,0.5060241222381592,0.0010000000474974513,1.1930005550384521,0.5873016119003296,1.2041922807693481
17,0.5943775177001953,0.0010000000474974513,1.0384117364883423,0.6349206566810608,1.1218342781066895
18,0.5662650465965271,0.0010000000474974513,0.9981369972229004,0.5873016119003296,1.0779181718826294
19,0.5662650465965271,0.0010000000474974513,1.0258879661560059,0.6507936716079712,1.0291078090667725
20,0.5702811479568481,0.0010000000474974513,1.030720591545105,0.3968254029750824,1.3309926986694336
21,0.522088348865509,0.0010000000474974513,1.116454839706421,0.7301587462425232,0.8614124059677124
22,0.5702811479568481,0.0010000000474974513,1.0083798170089722,0.6507936716079712,0.9893808364868164
23,0.6305220723152161,0.0010000000474974513,0.8935832381248474,0.682539701461792,0.8037596940994263
24,0.6706827282905579,0.0010000000474974513,0.751107394695282,0.7301587462425232,0.7607256174087524
25,0.7068272829055786,0.0010000000474974513,0.6836865544319153,0.682539701461792,0.9912742376327515
26,0.7228915691375732,0.0010000000474974513,0.6710979342460632,0.7142857313156128,0.6894020438194275
27,0.7469879388809204,0.0010000000474974513,0.6341237425804138,0.6984127163887024,0.9002516865730286
28,0.7710843086242676,0.0010000000474974513,0.6311731934547424,0.7301587462425232,0.7098952531814575
29,0.7510040402412415,0.0005000000237487257,0.5734447836875916,0.7460317611694336,0.7224674820899963
30,0.7791164517402649,0.0005000000237487257,0.5338996648788452,0.761904776096344,0.6235730648040771
31,0.827309250831604,0.0005000000237487257,0.4632478356361389,0.761904776096344,0.6339066624641418
32,0.8152610659599304,0.0005000000237487257,0.4523972272872925,0.7936508059501648,0.6011632680892944
33,0.8473895788192749,0.0005000000237487257,0.40862688422203064,0.7460317611694336,0.6846092343330383
34,0.8393574357032776,0.0005000000237487257,0.4250721037387848,0.7936508059501648,0.6430356502532959
35,0.8514056205749512,0.0002500000118743628,0.38587576150894165,0.7936508059501648,0.5792027711868286
36,0.8353413939476013,0.0002500000118743628,0.3748079538345337,0.761904776096344,0.645276665687561
37,0.8353413939476013,0.0002500000118743628,0.38002341985702515,0.7777777910232544,0.6048746109008789
38,0.8674699068069458,0.0001250000059371814,0.37527161836624146,0.7936508059501648,0.6024001240730286
39,0.8634538054466248,0.0001250000059371814,0.3495279848575592,0.7777777910232544,0.5476781129837036
