epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.06430225074291229,0.0010000000474974513,3.2158091068267822,0.02552773617208004,3.3397631645202637
1,0.12092190980911255,0.0010000000474974513,2.8990540504455566,0.10162002593278885,3.1210825443267822
2,0.17375288903713226,0.0010000000474974513,2.639590263366699,0.15463916957378387,2.723480224609375
3,0.20721952617168427,0.0010000000474974513,2.4827303886413574,0.22238586843013763,2.3907630443573
4,0.24805304408073425,0.0010000000474974513,2.333948850631714,0.16200295090675354,3.4237325191497803
5,0.2673121392726898,0.0010000000474974513,2.2412750720977783,0.25233185291290283,2.271043539047241
6,0.3035150468349457,0.0010000000474974513,2.126495361328125,0.2641139030456543,2.2587223052978516
7,0.33687645196914673,0.0010000000474974513,2.0308690071105957,0.2567501366138458,2.3291213512420654
8,0.36213427782058716,0.0010000000474974513,1.9350050687789917,0.4059891998767853,1.7943627834320068
9,0.4065459966659546,0.0010000000474974513,1.8357776403427124,0.47029945254325867,1.6494200229644775
10,0.43211954832077026,0.0010000000474974513,1.7470810413360596,0.2945508062839508,2.227766275405884
11,0.45621973276138306,0.0010000000474974513,1.6749184131622314,0.4285714328289032,1.7644577026367188
12,0.4871605932712555,0.0005000000237487257,1.5564545392990112,0.5331369638442993,1.4244412183761597
13,0.5136813521385193,0.0005000000237487257,1.4825124740600586,0.553755521774292,1.402490496635437
14,0.5232582688331604,0.0005000000237487257,1.451188087463379,0.560628354549408,1.3302708864212036
15,0.539991557598114,0.0005000000237487257,1.4212325811386108,0.5940108299255371,1.2378283739089966
16,0.5534624457359314,0.0005000000237487257,1.3887690305709839,0.6111929416656494,1.2286382913589478
17,0.5688276290893555,0.0005000000237487257,1.3411483764648438,0.5670102834701538,1.333027958869934
18,0.572721540927887,0.0005000000237487257,1.3225927352905273,0.5989199876785278,1.2426385879516602
19,0.5887181758880615,0.0002500000118743628,1.2706376314163208,0.6298478245735168,1.1145702600479126
20,0.5950326323509216,0.0002500000118743628,1.2417128086090088,0.6460481286048889,1.068250060081482
21,0.6059777140617371,0.0002500000118743628,1.2135896682739258,0.6107020378112793,1.161989450454712
22,0.6013470888137817,0.0002500000118743628,1.218682050704956,0.6504663825035095,1.0745621919631958
23,0.6142917275428772,0.0001250000059371814,1.1781200170516968,0.6823760271072388,0.9718760251998901
24,0.6274468302726746,0.0001250000059371814,1.1504310369491577,0.6578301191329956,1.0418583154678345
25,0.6372342705726624,0.0001250000059371814,1.1321847438812256,0.6858124732971191,0.961808979511261
26,0.6255525350570679,0.0001250000059371814,1.148241639137268,0.6632302403450012,1.0244652032852173
27,0.635866105556488,0.0001250000059371814,1.1359187364578247,0.6809033155441284,0.9844843745231628
28,0.6368132829666138,6.25000029685907e-05,1.1223366260528564,0.6769759654998779,0.9840428829193115
29,0.6349189877510071,6.25000029685907e-05,1.1194045543670654,0.6882670521736145,0.9523988962173462
30,0.6453378200531006,6.25000029685907e-05,1.1057392358779907,0.676485002040863,0.9850517511367798
31,0.6440749168395996,6.25000029685907e-05,1.1006323099136353,0.6882670521736145,0.9496858716011047
32,0.6444959044456482,6.25000029685907e-05,1.1025558710098267,0.7029945850372314,0.9207063913345337
33,0.6437591910362244,6.25000029685907e-05,1.1005741357803345,0.6848306059837341,0.9525269269943237
34,0.6392338275909424,6.25000029685907e-05,1.0993852615356445,0.6877761483192444,0.9415180087089539
35,0.6447063684463501,3.125000148429535e-05,1.0930835008621216,0.6872852444648743,0.950578510761261
36,0.647442638874054,3.125000148429535e-05,1.086790680885315,0.6961217522621155,0.9378975033760071
37,0.6525994539260864,1.5625000742147677e-05,1.0713318586349487,0.7025036811828613,0.9234926104545593
38,0.6454430818557739,1.5625000742147677e-05,1.0927319526672363,0.6961217522621155,0.9249438047409058
39,0.6548095345497131,7.812500371073838e-06,1.0740660429000854,0.7025036811828613,0.9184663891792297
40,0.6535466313362122,7.812500371073838e-06,1.0759247541427612,0.7025036811828613,0.9208453297615051
